[2019-08-28 11:39:33] main.CRITICAL: The contents from the "/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js" file can't be read. Warning!file_get_contents(/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js): failed to open stream: No such file or directory {"exception":"[object] (Magento\\Framework\\Exception\\FileSystemException(code: 0): The contents from the \"/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js\" file can't be read. Warning!file_get_contents(/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js): failed to open stream: No such file or directory at /var/www/eliferous/vendor/magento/framework/Filesystem/Driver/File.php:150)"} []
[2019-08-29 11:08:01] main.CRITICAL: Cannot resize image "/var/www/eliferous/pub/media/catalog/product/g/a/garment_2.jpg.tmp" - original image not found {"exception":"[object] (Magento\\Framework\\Exception\\NotFoundException(code: 0): Cannot resize image \"/var/www/eliferous/pub/media/catalog/product/g/a/garment_2.jpg.tmp\" - original image not found at /var/www/eliferous/vendor/magento/module-media-storage/Service/ImageResize.php:136)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1466e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1466e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1477e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1477e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1478e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1478e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1439e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1439e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1444e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1444e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_0035e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0035e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_0042e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0042e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_0047e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0047e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_0051e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0051e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_0053e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0053e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_0055e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0055e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9264e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9264e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9269e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9269e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9270e-min-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9270e-min-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9271ee-min-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9271ee-min-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9275ee-min-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9275ee-min-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9277ee-min-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9277ee-min-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9280ee-min-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9280ee-min-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//m/4/m4a9289ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//m/4/m4a9289ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9218e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9218e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9223e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9223e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9226e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9226e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9229e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9229e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9255e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9255e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9164-2e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9164-2e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9169e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9169e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9181e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9181e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9202e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9202e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9329ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9329ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9332ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9332ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9354ee-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9354ee-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9384ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9384ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9371e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9371e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9111e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9111e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9117e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9117e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9122e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9122e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9127e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9127e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9454e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9454e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9478e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9478e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9489e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9489e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9521e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9521e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9523e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9523e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9528e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9528e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9529e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9529e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//_/m/_m4a9596e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9596e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1055e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1055e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1062e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1062e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1075e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1075e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:11] main.CRITICAL: File 'pub/media/import//i/m/img_1084e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1084e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//u/n/untitled_session13795e1-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled_session13795e1-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9181e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9181e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9134e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9134e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9149e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9149e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9414e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9414e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9427e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9427e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9429e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9429e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9414e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9414e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9423e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9423e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9427e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9427e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9429e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9429e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9297ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9297ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9300ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9300ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9304ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9304ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9314e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9314e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//_/m/_m4a9324e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9324e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//i/m/img_0995e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0995e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//i/m/img_0997e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0997e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//i/m/img_1000e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1000e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//i/m/img_1006e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1006e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//u/n/untitled_session14015e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled_session14015e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//u/n/untitled_session13951e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled_session13951e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//i/m/img_1601e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1601e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 07:43:13] main.CRITICAL: File 'pub/media/import//i/m/img_9354e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9354e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
