sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,key_feature_1,key_feature_2,short_description,color,length,width,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
EG010,,Default,simple,Garment,base,Embalish Patch Grey Denim Pant,Grey denim pant with front abstract embalish patch ,,,<ul><li></li><li></li></ul>,grey,0,0,0,1,taxable,"Catalog, Search",2000,,,,Embalish Patch Grey Denim Pant,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG011,,Default,simple,Garment,base,Beige Embalish skirt,Beige sequin embalish skirt,,,<ul><li></li><li></li></ul>,Beige,0,0,0,1,taxable,"Catalog, Search",0,,,,Beige Embalish skirt,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG012,,Default,simple,Garment,base,Beige Embalish Jacket,Beige sequin embalish Jacket,,,<ul><li></li><li></li></ul>,Beige,0,0,0,1,taxable,"Catalog, Search",0,,,,Beige Embalish Jacket,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG013,,Default,simple,Garment,base,3D embalished jacket,Beige sequin embalish Jacket,,,<ul><li></li><li></li></ul>,gold,0,0,0,1,taxable,"Catalog, Search",0,,,,3D embalished jacket,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG014,,Default,simple,Garment,base,Lustrous Jacket,Beige sequin embalish Jacket,,,<ul><li></li><li></li></ul>,Silver,0,0,0,1,taxable,"Catalog, Search",0,,,,Lustrous Jacket,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB001,,Default,simple,Bag,base,Peach Embalish Bag,"Hand embroided bag in rose gold plating features metal leaves , pink and crystal stone. ",,,<ul><li></li><li></li></ul>,Pink,0,0,0,1,taxable,"Catalog, Search",0,,,,Peach Embalish Bag,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB002,,Default,simple,Bag,base,Golden Embalish Bag,"Hand embroided bag in antique gold plating features metal leaves, pipe , golden greyl stone. ",,,<ul><li></li><li></li></ul>,Golden,0,0,0,1,taxable,"Catalog, Search",0,,,,Golden Embalish Bag,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB003,,Default,simple,Bag,base,Silver Clutch,Hand embroided bag in silver plating features crystal stone and blue glass beads.,,,<ul><li></li><li></li></ul>,Silver,0,0,0,1,taxable,"Catalog, Search",0,,,,Silver Clutch,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG004,,Default,simple,Bag,base,Brown Leather Bag,"Hand embroided leather bag in gold plating features crystal ,golden, grey stone and metal leaves.",,,<ul><li></li><li></li></ul>,Brown,0,0,0,1,taxable,"Catalog, Search",0,,,,Brown Leather Bag,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB005,,Default,simple,Bag,base,Blue Leather Bag,Hand embroided leather bag in silver plating features crystal stones grey pipe  with metal balls,,,<ul><li></li><li></li></ul>,Blue,0,0,0,1,taxable,"Catalog, Search",0,,,,Blue Leather Bag,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB006,,Default,simple,Bag,base,Olive Metal Handle Bag,"Hand embroided leather bag in silver plating features crystal ,golden, grey stone , raffia and metal rod.",,,<ul><li></li><li></li></ul>,Olive,0,0,0,1,taxable,"Catalog, Search",4100,,,,Olive Metal Handle Bag,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP001,,Default,simple,Extra,base,Classic Hex Bracelet,"Handcrafted with rose gold plating ,this bracelet features crystal square ,baguette stone.                                                                                              Plating- Electroplated Rose Gold                                              Stone-Faceted Foiled Stone",Plating- Electroplated Rose gold                                               ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,80,40,15,1,taxable,"Catalog, Search",2000,,,,Classic Hex Bracelet,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP002,,Default,simple,Extra,base,Grey emblished belt,"Gunmetal statement piece with eye catching embellishment with crystal,golden, grey  baguette .                                                                                 Plating- Electroplated Gunmetal                                           Stone-Faceted Foiled Stone",Plating- Electroplated Rose gold                                               ,Stone-Glass bead,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Glass bead</li></ul>,black,450,80,442,1,taxable,"Catalog, Search",8000,,,,Grey emblished belt,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
