sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,key_feature_1,key_feature_2,short_description,color,length,width,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,errors
ER001,,default,simple,Ring,base,"Funnel Drop Crystal Ring","Handcrafted ring in rose gold plating features cone at the centre with crystal marquise combine.                                      ","Plating- Electroplated Rose gold                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>",Adujustable,50,1120,14,1,taxable,1,1299,,,,"Funnel Drop Crystal Ring Handcrafted ring in rose gold plating features cone at the centre with crystal marquise combine.                                      ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
ER002,,default,simple,Ring,base,"Enmesh Ring","This handcrafted rose gold finish ring features tube ring wrapped with chain has opaque milky and grey glass beads in claw like shape .                                                                        ","Plating- Electroplated Rose gold                                               ","Stone-Glass bead","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Glass bead</li></ul>",Adujustable,60,80,26,1,taxable,1,1299,,,,"Enmesh Ring This handcrafted rose gold finish ring features tube ring wrapped with chain has opaque milky and grey glass beads in claw like shape .                                                                        ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
ER003,,default,simple,Ring,base,"Enmesh Double Ring","This handcrafted rose gold finish ring features bent tube has opaque milky and grey glass beads in claw like shape .                                                                        ","Plating- Electroplated Rose gold                                               ","Stone-Glass bead","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Glass bead</li></ul>",Adujustable,80,50,40,1,taxable,1,1499,,,,"Enmesh Double Ring This handcrafted rose gold finish ring features bent tube has opaque milky and grey glass beads in claw like shape .                                                                        ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD001,,default,simple,"Body jewelry",base,"Antique Love Body Jewelry","Handcrafted in antique gold plating body jewelry, features different type of chains with grey stone.                                                   ","Plating- Electroplated Antique gold                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Antique gold",590,90,818,1,taxable,1,10500,,,,"Antique Love Body Jewelry Handcrafted in antique gold plating body jewelry, features different type of chains with grey stone.                                                   ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD002,,default,simple,"Body jewelry",base,"Embroil String Body Jewelry","Embroil String Body Jewelry handcrafted in antique gold plating, features different  type of chains with grey stone and raw like pearl.                                                ","Plating- Electroplated Antique gold                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Antique gold",650,70,950,1,taxable,1,15999,,,,"Embroil String Body Jewelry Embroil String Body Jewelry handcrafted in antique gold plating, features different  type of chains with grey stone and raw like pearl.                                                ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD003,,default,simple,"Body jewelry",base,"Majestic Hex Body Jewely","Majestic hex body jewelry has hexagon and triangular shape embellish with glass pipe , grey stone and pearl chain in antique gold finish.                 ","Plating- Electroplated Antique gold                                               ","Stone-Faceted Foiled Stone           ","<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone           </li></ul>","Antique gold",490,90,270,1,taxable,1,8999,,,,"Majestic Hex Body Jewely Majestic hex body jewelry has hexagon and triangular shape embellish with glass pipe , grey stone and pearl chain in antique gold finish.                 ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD004,,default,simple,"Body jewelry",base,"Antique Metallic Jacket ","Handcrafted in antique gold plating body jewelry has   metallic tassel with chain tassel.                                                                                                       ","Plating- Electroplated Antique gold                                                     ",,"<ul><li>Plating- Electroplated Antique gold                                                     </li><li></li></ul>","Antique gold",550,70,3212,1,taxable,1,19950,,,,"Antique Metallic Jacket  Handcrafted in antique gold plating body jewelry has   metallic tassel with chain tassel.                                                                                                       ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD005,,default,simple,"Body jewelry",base,"Vintage Armor Shoulder Body Jewelry","Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with tassel .                                                                                                                  ","Plating- Electroplated gunmetal                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>",Gunmetal,240,28,483,1,taxable,1,14500,,,,"Vintage Armor Shoulder Body Jewelry Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with tassel .                                                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD006,,default,simple,"Body jewelry",base,"Vintage Armor Criss Cross Body Jewelry ","Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with  criss cross front and back chain loop .                                                                                                                  ","Plating- Electroplated gunmetal                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>",Gummetal,660,134,1800,1,taxable,1,20099,,,,"Vintage Armor Criss Cross Body Jewelry  Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with  criss cross front and back chain loop .                                                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD007,,default,simple,"Body jewelry",base,"Exquisite Vintage Crystal Pearl Body Jewelry","Gunmetal statement piece with eye catching embellishment with crystal, grey stone and fresh water pearl.                                                                                                              ","Plating- Electroplated Gunmetal                                           ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Gunmetal                                           </li><li>Stone-Faceted Foiled Stone</li></ul>",silver,550,25,560,1,taxable,1,9850,,,,"Exquisite Vintage Crystal Pearl Body Jewelry Gunmetal statement piece with eye catching embellishment with crystal, grey stone and fresh water pearl.                                                                                                              ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD008,,default,simple,"Body jewelry",base,"Royal Ehtereal Gunmetal Body Jewelry","Handcrafted in gunmetal plating  features metallic flower , greystone shoulder with criss cross front back chain loop.                                                                                                                   ","Plating- Electroplated gunmetal                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>",Gunmetal,640,60,1390,1,taxable,1,11500,,,,"Royal Ehtereal Gunmetal Body Jewelry Handcrafted in gunmetal plating  features metallic flower , greystone shoulder with criss cross front back chain loop.                                                                                                                   ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD009,,default,simple,"Body jewelry",base,"Love For Rose Gold Shoulder Body Jewelry","Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ","Plating- Electroplated Rose gold                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",470,35,452,1,taxable,1,7500,,,,"Love For Rose Gold Shoulder Body Jewelry Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD010,,default,simple,"Body jewelry",base,"Star Paraiso Shoulder Body Jewelry","Hand embroided in silver plating , has petal shape features crystal and fresh water pearl.                                                          ","Plating- Electroplated silver                                                        ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>",Silver,330,380,546,1,taxable,1,7599,,,,"Star Paraiso Shoulder Body Jewelry Hand embroided in silver plating , has petal shape features crystal and fresh water pearl.                                                          ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD011,,default,simple,"Body jewelry",base,"Tetrad Crystal Foot Harness","Tetrad Crystal Foot Harness hand embroided in silver plating ,  features crystal, grey stones and tassel chain.                                                                                                           ","Plating- Electroplated silver                                                        ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>",Silver,290,400,320,1,taxable,1,13550,,,,"Tetrad Crystal Foot Harness Tetrad Crystal Foot Harness hand embroided in silver plating ,  features crystal, grey stones and tassel chain.                                                                                                           ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD012,,default,simple,"Body jewelry",base,"Fleur-De-Lis Shoulder Jacket","Fleur-De-Lis Shoulder Jacket is a statement piece with eye catching embellishment with crystal, grey stone and meta petal.                                                                                                              ","Plating- Electroplated Gunmetal                                           ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Gunmetal                                           </li><li>Stone-Faceted Foiled Stone</li></ul>",Gunmetal,490,100,840,1,taxable,1,15999,,,,"Fleur-De-Lis Shoulder Jacket Fleur-De-Lis Shoulder Jacket is a statement piece with eye catching embellishment with crystal, grey stone and meta petal.                                                                                                              ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD013,,default,simple,"Body jewelry",base," The Roseate Body Jewelry ","Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ","Plating- Electroplated Rose gold                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",550,410,192,1,taxable,1,7200,,,," The Roseate Body Jewelry  Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD014,,default,simple,"Body jewelry",base,"Crystal Criss Cross Body Jewelry","Handcrafted in silver plating, has two embroided patch features chain , fresh water pearl , grey crystal stone with tassel .                                                                                                                  ","Plating- Electroplated silver gold                                                       ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated silver gold                                                       </li><li>Stone-Faceted Foiled Stone</li></ul>",silver,450,230,410,1,taxable,1,8199,,,,"Crystal Criss Cross Body Jewelry Handcrafted in silver plating, has two embroided patch features chain , fresh water pearl , grey crystal stone with tassel .                                                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD015,,default,simple,"Body jewelry",base,"Elegante Pearl Shoulder Body Jewelry","Handcrafted in antique goldplating, has two layers  features  metallic leaves ,freash water pearl , spikes , grey crystal stone with tassel .                                                                                                                  ","Plating- Electroplated antique gold                                                       ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated antique gold                                                       </li><li>Stone-Faceted Foiled Stone</li></ul>","Antique gold",640,320,1380,1,taxable,1,18299,,,,"Elegante Pearl Shoulder Body Jewelry Handcrafted in antique goldplating, has two layers  features  metallic leaves ,freash water pearl , spikes , grey crystal stone with tassel .                                                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD016,,default,simple,"Body jewelry",base,"Black Paradise Body Jewelry","Handcrafted in gunmetal plating  features floral forms with heavy waist part , with black  and crystal stone.                                                                                                                  ","Plating- Electroplated gunmetal                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>",Gunmetal,920,25,1500,1,taxable,1,20000,,,,"Black Paradise Body Jewelry Handcrafted in gunmetal plating  features floral forms with heavy waist part , with black  and crystal stone.                                                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD018,,default,simple,"Body jewelry",base,"Multi Layer Backdrop Body Jewelry","Handcrafted in gunmetal plating  features floral forms with heavy back part , with black  and crystal stone.                                                                                                                  ","Plating- Electroplated gunmetal                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>",Gunmetal,550,160,580,1,taxable,1,11550,,,,"Multi Layer Backdrop Body Jewelry Handcrafted in gunmetal plating  features floral forms with heavy back part , with black  and crystal stone.                                                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EBD019,,default,simple,"Body jewelry",base,"Pearl In Vain Body Jewelry","A beautifully handcrafted necklace features fresh water pearl and rose gold chains in layers, starting from neck to mid riff.                                                                         ","Plating- Electroplated Rose gold.                                                             ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",590,160,950,1,taxable,1,8500,,,,"Pearl In Vain Body Jewelry A beautifully handcrafted necklace features fresh water pearl and rose gold chains in layers, starting from neck to mid riff.                                                                         ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD020,,default,simple,"Body jewelry",base,"Swing Like ChainBody Jewelry","Silver plated featurs grey and crystal stone with metal ball chain arranged just like swing.                                         ","Plating- Electroplated Silver","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Silver</li><li>Stone-Faceted Foiled Stone</li></ul>",Silver,350,680,280,1,taxable,1,8449,,,,"Swing Like ChainBody Jewelry Silver plated featurs grey and crystal stone with metal ball chain arranged just like swing.                                         ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EBD021,,default,simple,"Body jewelry",base,"Waterfall body jewelry","Handcrafted in rose gold plating, inspired from  nature, features chain loop,  falling chain with crystal and pink  stone.                                                          ","Plating- Electroplated Rose gold                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",680,290,390,1,taxable,1,7799,,,,"Waterfall body jewelry Handcrafted in rose gold plating, inspired from  nature, features chain loop,  falling chain with crystal and pink  stone.                                                          ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG001,,default,simple,Garment,base,"Dreamy Pink  Bow Crop top","Pink bow with heavy sequence stone and pipe embalishment",,,<ul><li></li><li></li></ul>,Pink,0,0,0,1,taxable,1,4000,,,,"Dreamy Pink  Bow Crop top Pink bow with heavy sequence stone and pipe embalishment",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG002,,default,simple,Garment,base,"Teal Embalish Crop Top","Teal green abstract embalishment ",,,<ul><li></li><li></li></ul>,Teal,0,0,0,1,taxable,1,3000,,,,"Teal Embalish Crop Top Teal green abstract embalishment ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG003,,default,simple,Garment,base,"Embalish Patch Grey Denim Jacket","abstract arrangement of stone and sequence in grey touch",,,<ul><li></li><li></li></ul>,Grey,0,0,0,1,taxable,1,3000,,,,"Embalish Patch Grey Denim Jacket abstract arrangement of stone and sequence in grey touch",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG004,,default,simple,Garment,base,"Rose Gold Embalish Jacket","Rose gold finish metal embalishment ",,,<ul><li></li><li></li></ul>,"Rose Gold",0,0,0,1,taxable,1,4000,,,,"Rose Gold Embalish Jacket Rose gold finish metal embalishment ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG005,,default,simple,Garment,base,"Embroided Bodysuit with Green Coat Dress","Green overcoat with heavy 3d embalish bodysuit and belt",,,<ul><li></li><li></li></ul>,Green,0,0,0,1,taxable,1,3500,,,,"Embroided Bodysuit with Green Coat Dress Green overcoat with heavy 3d embalish bodysuit and belt",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG006,,default,simple,Garment,base,"Burgundy Pearl Strips Dress","Burgundy pearl and crystal stone jacket",,,<ul><li></li><li></li></ul>,Burgundy,0,0,0,1,taxable,1,6000,,,,"Burgundy Pearl Strips Dress Burgundy pearl and crystal stone jacket",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG007,,default,simple,Garment,base,"Brown Dress With Embroided Belt","plain brown short dress with heavy embalish belt",,,<ul><li></li><li></li></ul>,brown,0,0,0,1,taxable,1,1500,,,,"Brown Dress With Embroided Belt plain brown short dress with heavy embalish belt",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG008,,default,simple,Garment,base,"Rose Gold Belt Skirt","black skirt with 3 rose gold embalish belt",,,<ul><li></li><li></li></ul>,black,0,0,0,1,taxable,1,2000,,,,"Rose Gold Belt Skirt black skirt with 3 rose gold embalish belt",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG009,,default,simple,Garment,base,"Pearly Musturd Pant","musturd pent with pearl embalishment",,,<ul><li></li><li></li></ul>,musturd,0,0,0,1,taxable,1,2000,,,,"Pearly Musturd Pant musturd pent with pearl embalishment",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG010,,default,simple,Garment,base,"Embalish Patch Grey Denim Pant","Grey denim pant with front abstract embalish patch ",,,<ul><li></li><li></li></ul>,grey,0,0,0,1,taxable,1,2000,,,,"Embalish Patch Grey Denim Pant Grey denim pant with front abstract embalish patch ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG011,,default,simple,Garment,base,"Beige Embalish skirt","Beige sequin embalish skirt",,,<ul><li></li><li></li></ul>,Beige,0,0,0,1,taxable,1,0,,,,"Beige Embalish skirt Beige sequin embalish skirt",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG012,,default,simple,Garment,base,"Beige Embalish Jacket","Beige sequin embalish Jacket",,,<ul><li></li><li></li></ul>,Beige,0,0,0,1,taxable,1,0,,,,"Beige Embalish Jacket Beige sequin embalish Jacket",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG013,,default,simple,Garment,base,"3D embalished jacket","Beige sequin embalish Jacket",,,<ul><li></li><li></li></ul>,gold,0,0,0,1,taxable,1,0,,,,"3D embalished jacket Beige sequin embalish Jacket",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EG014,,default,simple,Garment,base,"Lustrous Jacket","Beige sequin embalish Jacket",,,<ul><li></li><li></li></ul>,"silver ",0,0,0,1,taxable,1,0,,,,"Lustrous Jacket Beige sequin embalish Jacket",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EB001,,default,simple,Bag,base,"Peach Embalish Bag","Hand embroided bag in rose gold plating features metal leaves , pink and crystal stone. ",,,<ul><li></li><li></li></ul>,Pink,0,0,0,1,taxable,1,0,,,,"Peach Embalish Bag Hand embroided bag in rose gold plating features metal leaves , pink and crystal stone. ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EB002,,default,simple,Bag,base,"Golden Embalish Bag","Hand embroided bag in antique gold plating features metal leaves, pipe , golden greyl stone. ",,,<ul><li></li><li></li></ul>,Golden,0,0,0,1,taxable,1,0,,,,"Golden Embalish Bag Hand embroided bag in antique gold plating features metal leaves, pipe , golden greyl stone. ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EB003,,default,simple,Bag,base,"Silver Clutch","Hand embroided bag in silver plating features crystal stone and blue glass beads.",,,<ul><li></li><li></li></ul>,Silver,0,0,0,1,taxable,1,0,,,,"Silver Clutch Hand embroided bag in silver plating features crystal stone and blue glass beads.",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
